protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,119.110.75.198,57262,182.23.50.233,443,OUT.bound,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,
tcp,119.110.75.198,51810,157.240.208.60,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
udp,119.110.75.198,50656,103.134.189.147,443,OUT.bound,,,INTL.c,ID,AS140399 pt parsaoran global datatrans,,,
udp,195.123.221.1,37139,119.110.75.198,50631,IN.bound,,,INTL.c,NL,AS21100 itl llc,,,
tcp,119.110.75.198,57261,182.23.50.233,443,OUT.bound,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,
icmp,175.103.43.90,,119.110.75.198,,IN.bound,,,,ID,AS38320 pt maxindo mitra solusi,,,
icmp,119.110.66.86,,199.181.132.250,,OUT.bound,,,,US,ASNone ,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000
tcp,119.110.75.198,57231,182.23.50.233,443,OUT.bound,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,
tcp,119.110.75.198,51245,104.21.28.80,443,OUT.bound,established,,INTL.c,US,AS13335 cloudflare,,,
tcp,119.110.75.198,57272,182.23.50.233,443,OUT.bound,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,
icmp,119.110.75.197,,119.110.75.198,,local,,,,,,,,
udp,119.110.75.198,35686,34.111.174.196,443,OUT.bound,,,INTL.c,US,AS15169 google llc,,,
tcp,175.103.43.90,50590,119.110.66.86,899,IN.bound,established,,,ID,AS38320 pt maxindo mitra solusi,,,
tcp,119.110.75.198,51268,125.209.226.33,443,OUT.bound,established,,INTL.c,KR,AS23576 naver cloud corp.,,,
tcp,119.110.75.198,51248,34.120.241.214,443,OUT.bound,established,,INTL.c,US,AS396982 google,,,
tcp,119.110.75.198,51198,182.23.50.233,443,OUT.bound,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,
tcp,157.240.208.61,443,119.110.75.198,39370,IN.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,119.110.75.198,38366,103.143.2.221,1197,OUT.bound,established,,LOKAL.c,ID,AS139385 pt. lantip teknologi prima,,,
udp,119.110.75.198,58498,157.240.208.60,443,OUT.bound,,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,185.162.130.54,88,119.110.75.198,56171,IN.bound,established,,,NL,AS14576 hosting solution ltd.,,,
tcp,119.110.75.198,51270,23.50.117.218,443,OUT.bound,established,,LOKAL.c,ID,AS20940 akamai international b.v.,,,
tcp,119.110.75.198,33280,163.181.100.238,443,OUT.bound,established,,LOKAL.c,US,ASNone ,,,
tcp,119.110.75.198,37484,31.13.68.61,5222,OUT.bound,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,
