protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
tcp,175.103.46.158,49749,118.98.93.56,80,established,
tcp,175.103.46.158,38070,43.128.118.190,799,established,speedtest.c
tcp,143.42.76.52,4001,175.103.46.158,48124,established,
tcp,175.103.46.158,50144,103.126.10.171,443,established,
tcp,175.103.46.158,49408,20.198.118.190,443,established,speedtest.c
tcp,175.103.46.158,50115,23.222.26.17,80,established,
tcp,175.103.46.158,61602,74.125.68.95,443,established,speedtest.c
tcp,175.103.46.158,50037,74.125.68.95,443,established,speedtest.c
tcp,185.224.128.184,12257,175.103.46.156,80,established,speedtest.c
tcp,35.213.190.132,443,175.103.46.158,50560,established,speedtest.c
udp,175.103.46.158,59738,74.125.130.95,443,,speedtest.c
tcp,175.103.46.158,48762,157.240.7.53,443,established,speedtest.c
tcp,118.98.93.67,80,175.103.46.158,61381,established,speedtest.c
tcp,175.103.46.158,49728,23.223.112.135,443,established,
tcp,175.103.46.158,49838,103.126.10.171,443,established,
tcp,84.205.222.133,443,175.103.46.158,18650,established,
tcp,175.103.46.158,60826,64.233.170.188,5228,established,speedtest.c
tcp,175.103.46.158,49444,36.67.140.135,443,time-wait,speedtest.c
tcp,175.103.46.158,53077,118.98.77.106,80,established,speedtest.c
tcp,175.103.46.158,65335,45.114.118.103,443,established,speedtest.c
tcp,175.103.46.158,52444,143.42.76.52,4001,established,speedtest.c
tcp,175.103.46.158,56179,20.198.119.84,443,established,speedtest.c
tcp,175.103.46.158,55635,52.184.217.37,443,established,speedtest.c
tcp,175.103.46.158,49468,36.67.140.135,443,time-wait,speedtest.c
tcp,185.10.68.220,443,175.103.46.158,57519,established,speedtest.c
tcp,175.103.46.158,63731,51.132.193.105,443,established,speedtest.c
tcp,43.133.45.194,799,172.31.254.2,60788,established,
tcp,175.103.46.158,49170,118.97.159.26,80,established,
tcp,175.103.46.158,40852,74.125.130.188,5228,established,speedtest.c
tcp,157.240.218.60,443,175.103.46.158,52144,established,speedtest.c
tcp,175.103.46.158,42912,129.226.106.210,443,time-wait,speedtest.c
tcp,175.103.46.158,50161,103.8.238.188,443,established,
tcp,175.103.46.158,49840,103.126.10.171,443,established,
tcp,175.103.46.158,49472,20.198.119.84,443,established,speedtest.c
tcp,185.224.128.184,4823,175.103.46.158,80,established,speedtest.c
tcp,175.103.46.158,51688,20.198.119.143,443,established,speedtest.c
udp,175.103.46.158,55054,142.251.12.91,443,,speedtest.c
tcp,175.103.46.158,50147,103.126.10.171,443,established,
tcp,175.103.46.158,52830,20.198.119.84,443,established,speedtest.c
tcp,175.103.46.158,35890,64.233.170.188,5228,established,speedtest.c
udp,146.196.111.212,5678,255.255.255.255,5678,,speedtest.c
tcp,175.103.46.158,49836,103.126.10.171,443,established,
tcp,175.103.46.158,52868,20.198.119.143,443,established,speedtest.c
tcp,163.70.141.60,443,175.103.46.158,65070,established,speedtest.c
tcp,157.240.15.60,443,175.103.46.158,49696,established,speedtest.c
tcp,157.240.217.60,443,175.103.46.158,59681,established,speedtest.c
tcp,175.103.46.158,42931,129.226.103.123,443,time-wait,speedtest.c
tcp,175.103.46.158,56431,20.189.173.7,443,established,speedtest.c
tcp,157.240.7.53,443,175.103.46.158,46816,established,
tcp,175.103.46.158,51866,74.125.24.95,443,fin-wait,speedtest.c
tcp,34.117.97.41,443,175.103.46.158,45018,established,speedtest.c
tcp,175.103.46.158,49847,103.126.10.171,443,established,
tcp,175.103.46.158,63916,23.223.114.58,443,established,speedtest.c
tcp,175.103.46.158,48101,129.226.103.123,443,time-wait,speedtest.c
tcp,175.103.46.158,53144,31.13.95.60,443,established,speedtest.c
tcp,175.103.46.158,53702,18.179.18.153,443,established,speedtest.c
udp,175.103.46.158,55358,74.125.24.94,443,,speedtest.c
tcp,54.255.247.221,13501,175.103.46.158,59048,established,
tcp,175.103.46.158,60949,74.125.130.188,5228,established,speedtest.c
tcp,175.103.46.158,43837,129.226.106.210,443,time-wait,speedtest.c
tcp,157.240.235.60,443,175.103.46.158,64870,established,speedtest.c
tcp,175.103.46.158,51901,204.79.197.203,443,established,speedtest.c
tcp,143.42.76.52,4001,175.103.46.158,32818,established,
tcp,157.240.235.35,443,175.103.46.158,56302,established,speedtest.c
tcp,175.103.46.158,50264,23.222.26.32,443,established,speedtest.c
tcp,175.103.46.158,60495,74.125.68.95,443,established,speedtest.c
tcp,195.85.201.201,30120,175.103.46.156,32092,established,
udp,175.103.46.158,46486,34.149.173.23,443,,speedtest.c
