.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*396D,tcp,119.110.75.198:39634,157.240.208.34:443,157.240.208.34:443,119.110.75.198:39634,,established,,1d2m39s,LOKAL.c,1,52,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-20 09:11:33 WIB
*3988,tcp,119.110.75.198:50983,40.126.35.129:443,40.126.35.129:443,119.110.75.198:50983,,established,,1d2m39s,LOKAL.c,1,40,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-20 09:11:33 WIB
*39D2,tcp,119.110.75.198:45084,163.181.100.242:443,163.181.100.242:443,119.110.75.198:45084,,established,,23h59m59s,LOKAL.c,842,41384,0,0,1911,2861176,0,0,38816,2540016,False,True,True,True,False,False,False,False,,,,2023-11-20 09:11:33 WIB
*3A21,icmp,175.103.43.90,119.110.75.198,119.110.75.198,175.103.43.90,,,,9s,,27,2484,0,0,14,1288,0,0,1472,736,False,True,False,True,False,False,False,False,0,8,1,2023-11-20 09:11:33 WIB
*3A8D,icmp,119.110.66.86,98.137.246.8,98.137.246.8,119.110.66.86,,,,7s,,5,280,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,0,8,6305,2023-11-20 09:11:33 WIB
*3AC2,udp,119.110.75.198:60559,149.104.85.135:443,149.104.85.135:443,119.110.75.198:60559,,,,2m57s,LOKAL.c,9,492,0,0,3,156,0,0,0,416,False,True,True,True,False,False,False,False,,,,2023-11-20 09:11:33 WIB
*3B29,tcp,119.110.75.198:53856,142.251.10.94:443,142.251.10.94:443,119.110.75.198:53856,,time-wait,,2s,LOKAL.c,16,1506,0,0,14,5580,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-20 09:11:33 WIB
*3B2F,udp,148.251.237.81:39871,119.110.75.198:65383,119.110.75.198:65383,148.251.237.81:39871,,,,2m59s,INTL.c,468,111420,0,0,681,532137,0,0,64496,181576,False,True,True,True,False,False,False,False,,,,2023-11-20 09:11:33 WIB
*3B30,tcp,119.110.75.198:50731,134.119.183.60:80,134.119.183.60:80,119.110.75.198:50731,,established,,23h59m58s,INTL.c,5,324,0,0,4,327,0,0,2264,2200,False,True,True,True,False,False,False,False,,,,2023-11-20 09:11:33 WIB
*3B32,tcp,119.110.75.198:54394,182.23.50.233:443,182.23.50.233:443,119.110.75.198:54394,,established,,23h59m44s,LOKAL.c,8,2111,0,0,8,4999,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-20 09:11:33 WIB
