protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
tcp,119.110.75.198,39634,157.240.208.34,443,established,LOKAL.c,
tcp,119.110.75.198,50983,40.126.35.129,443,established,LOKAL.c,
tcp,119.110.75.198,45084,163.181.100.242,443,established,LOKAL.c,
icmp,175.103.43.90,,119.110.75.198,,,,
icmp,119.110.66.86,,98.137.246.8,,,,
udp,119.110.75.198,60559,149.104.85.135,443,,LOKAL.c,
tcp,119.110.75.198,53856,142.251.10.94,443,time-wait,LOKAL.c,
udp,148.251.237.81,39871,119.110.75.198,65383,,INTL.c,
tcp,119.110.75.198,50731,134.119.183.60,80,established,INTL.c,
tcp,119.110.75.198,54394,182.23.50.233,443,established,LOKAL.c,
tcp,119.110.75.198,49773,162.125.40.2,443,established,INTL.c,
udp,119.110.75.198,57997,172.217.165.3,443,,LOKAL.c,
udp,119.110.75.198,50948,142.251.10.138,443,,LOKAL.c,
tcp,119.110.75.198,50514,210.210.145.10,443,close,LOKAL.c,
tcp,119.110.75.198,53860,142.251.10.94,443,time-wait,LOKAL.c,
tcp,119.110.66.86,899,175.103.43.90,50590,established,,
tcp,119.110.75.198,54395,204.79.197.203,443,established,LOKAL.c,
udp,195.123.221.1,37139,119.110.75.198,50631,,INTL.c,
tcp,119.110.75.198,39678,157.240.208.34,443,time-wait,LOKAL.c,
tcp,119.110.75.198,50991,172.67.170.105,443,established,INTL.c,
icmp,119.110.75.197,,119.110.75.198,,,,
tcp,119.110.75.198,50998,172.253.118.136,443,established,LOKAL.c,
tcp,119.110.75.198,54398,184.25.236.203,443,established,LOKAL.c,
tcp,119.110.75.198,50641,157.240.13.36,443,established,LOKAL.c,
tcp,2.59.169.86,80,119.110.75.198,49323,established,INTL.c,
tcp,119.110.75.198,55030,163.70.141.2,443,close,LOKAL.c,
tcp,119.110.75.198,50734,185.82.216.111,443,close,INTL.c,
tcp,119.110.75.198,54396,204.79.197.203,443,established,LOKAL.c,
tcp,119.110.75.198,50999,2.59.169.86,80,established,INTL.c,
tcp,182.23.50.233,443,119.110.75.198,56143,established,,
tcp,119.110.75.198,54397,204.79.197.203,443,established,LOKAL.c,
tcp,119.110.75.198,38366,103.143.2.221,1197,established,LOKAL.c,
tcp,119.110.75.198,60916,182.23.50.233,443,established,LOKAL.c,
tcp,119.110.75.198,63995,51.77.90.246,8080,established,INTL.c,
udp,119.110.75.198,39137,156.59.76.167,443,,LOKAL.c,
tcp,185.244.24.41,8443,119.110.75.198,63996,established,INTL.c,
tcp,15.197.210.208,80,119.110.75.198,56027,last-ack,,
tcp,119.110.75.198,51000,172.67.170.105,443,established,INTL.c,
icmp,119.110.66.86,,199.181.132.250,,,,
tcp,119.110.75.198,54401,23.50.117.210,443,established,LOKAL.c,
tcp,119.110.75.198,51001,40.126.35.129,443,time-wait,LOKAL.c,
udp,119.110.75.198,51994,142.251.175.119,443,,LOKAL.c,
udp,119.110.75.198,44443,142.251.175.95,443,,LOKAL.c,
tcp,119.110.75.198,49772,142.251.175.95,443,close,LOKAL.c,
tcp,119.110.75.198,51296,142.251.175.119,443,close,LOKAL.c,
tcp,190.2.153.211,40001,119.110.75.198,57293,established,INTL.c,
tcp,119.110.75.198,50737,172.64.155.89,443,time-wait,LOKAL.c,
tcp,119.110.75.198,50739,40.126.35.134,443,time-wait,LOKAL.c,
udp,119.110.75.198,44071,156.59.248.68,443,,LOKAL.c,
tcp,151.101.198.73,443,119.110.75.198,60918,established,INTL.c,
icmp,119.110.66.86,,119.110.66.97,,,,
tcp,119.110.75.198,50738,40.126.35.134,443,time-wait,LOKAL.c,
tcp,119.110.75.198,51761,182.23.50.233,80,established,LOKAL.c,
tcp,119.110.75.198,57670,13.227.254.86,443,established,INTL.c,
tcp,119.110.75.198,45620,91.108.56.192,443,close,INTL.c,
tcp,119.110.75.198,49343,182.23.50.233,80,established,LOKAL.c,
tcp,119.110.75.198,57666,13.227.254.86,443,established,INTL.c,
tcp,119.110.75.198,50741,40.126.35.134,443,time-wait,LOKAL.c,
tcp,182.23.50.233,443,119.110.75.198,63130,established,LOKAL.c,
tcp,119.110.75.198,43884,156.59.238.14,443,time-wait,INTL.c,
tcp,178.254.26.126,443,119.110.75.198,49163,established,INTL.c,
tcp,119.110.75.198,57668,13.227.254.86,443,established,INTL.c,
tcp,119.110.75.198,54386,182.23.50.233,443,established,LOKAL.c,
tcp,119.110.75.198,50740,172.64.152.81,443,time-wait,LOKAL.c,
tcp,119.110.75.198,45622,91.108.56.192,443,close,INTL.c,
udp,119.110.75.198,55960,122.144.1.1,53,,LOKAL.c,
tcp,184.25.236.75,443,119.110.75.198,43068,last-ack,,
tcp,119.110.75.198,50716,157.240.208.35,443,established,LOKAL.c,
tcp,152.195.38.76,80,119.110.75.198,56174,established,,
tcp,119.110.75.198,51002,172.67.170.105,443,established,INTL.c,
tcp,162.62.83.81,80,119.110.75.198,35008,established,INTL.c,
udp,119.110.75.198,36424,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,59234,157.240.208.61,5222,established,LOKAL.c,
tcp,119.110.75.198,34796,104.123.71.163,443,established,INTL.c,
udp,172.16.236.90,53103,255.255.255.255,10002,,,
udp,119.110.75.198,45410,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,42655,34.111.101.25,443,,INTL.c,
udp,119.110.75.198,57047,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,57537,210.210.145.139,443,,LOKAL.c,
icmp,122.144.3.5,,119.110.66.86,,,,
tcp,119.110.75.198,51003,3.229.234.181,443,established,INTL.c,
udp,119.110.75.198,43380,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,47481,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.75.198,40359,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,47478,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.75.198,38891,192.168.0.1,53,,INTL.c,
udp,119.110.75.198,59796,122.144.1.1,53,,LOKAL.c,
udp,172.16.236.74,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,53454,163.181.100.237,443,established,LOKAL.c,
tcp,119.110.75.198,47479,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.75.198,46280,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,34572,34.117.97.41,443,,INTL.c,
udp,119.110.75.198,47967,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,47852,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,47480,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.75.198,33406,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,57126,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51004,154.56.47.61,443,time-wait,INTL.c,
udp,119.110.75.198,38852,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51386,203.161.21.185,443,established,INTL.c,
tcp,119.110.75.198,50743,104.18.33.221,443,time-wait,LOKAL.c,
udp,119.110.75.198,44957,34.111.174.196,443,,INTL.c,
tcp,119.110.75.198,47482,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.66.92,5678,255.255.255.255,5678,,,
tcp,119.110.75.198,50742,81.31.203.187,43594,established,INTL.c,
tcp,119.110.75.198,47484,122.144.1.1,53,time-wait,LOKAL.c,
tcp,119.110.75.198,47483,122.144.1.1,53,time-wait,LOKAL.c,
tcp,119.110.75.198,51005,34.120.241.214,443,time-wait,INTL.c,
udp,172.16.236.67,60023,255.255.255.255,10002,,,
tcp,119.110.75.198,46626,103.143.2.221,1196,established,LOKAL.c,
udp,119.110.75.198,40048,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,55318,103.143.2.221,1194,established,LOKAL.c,
tcp,119.110.75.198,50950,74.125.68.94,443,established,LOKAL.c,
udp,119.110.75.198,52209,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,47980,203.161.21.187,443,,INTL.c,
udp,119.110.75.198,46234,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,37711,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,54250,182.23.50.233,443,established,LOKAL.c,
udp,119.110.75.198,55306,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,58875,34.149.173.23,443,,INTL.c,
tcp,2.59.169.43,80,119.110.75.198,49974,established,INTL.c,
tcp,163.181.100.241,443,119.110.75.198,50162,close-wait,LOKAL.c,
tcp,119.110.75.198,47488,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.75.198,41551,122.144.1.1,53,,LOKAL.c,
udp,172.16.236.227,5678,255.255.255.255,5678,,,
udp,119.110.75.198,54610,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,60381,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51008,82.165.229.61,443,time-wait,INTL.c,
udp,119.110.75.198,55318,34.149.173.23,443,,INTL.c,
tcp,119.110.75.198,47489,122.144.1.1,53,time-wait,LOKAL.c,
tcp,119.110.75.198,51006,172.67.170.105,443,established,INTL.c,
udp,119.110.75.198,38170,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,38875,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,54447,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,47490,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.75.198,50587,122.144.1.1,53,,LOKAL.c,
tcp,163.181.100.242,443,119.110.75.198,38888,close-wait,LOKAL.c,
udp,119.110.75.198,53961,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,47086,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,42028,122.144.1.1,53,,LOKAL.c,
tcp,40.99.10.2,993,119.110.75.198,50982,established,INTL.c,
udp,119.110.75.198,53374,34.117.36.110,443,,INTL.c,
udp,119.110.75.198,58667,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,38760,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,33820,47.254.156.191,443,established,INTL.c,
udp,119.110.75.198,51979,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,46069,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,39547,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,47486,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.75.198,42371,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,55166,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,47492,122.144.1.1,53,time-wait,LOKAL.c,
tcp,119.110.75.198,47487,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.75.198,35157,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,37564,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,55848,64.233.170.188,5228,established,LOKAL.c,
tcp,119.110.75.198,47485,122.144.1.1,53,time-wait,LOKAL.c,
tcp,119.110.75.198,47491,122.144.1.1,53,time-wait,LOKAL.c,
udp,119.110.75.198,48131,122.144.1.1,53,,LOKAL.c,
tcp,210.210.145.80,80,119.110.75.198,56168,established,,
udp,119.110.75.198,57374,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,42638,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,55110,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,38316,103.134.189.138,443,,INTL.c,
udp,119.110.75.198,45858,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,49790,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,47731,122.144.1.1,53,,LOKAL.c,
udp,119.110.75.198,45692,122.144.1.1,53,,LOKAL.c,
tcp,119.110.75.198,51007,162.219.225.118,443,close,INTL.c,
