protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow
tcp,119.110.75.198,39634.0,157.240.208.34,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,50983.0,40.126.35.129,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,45084.0,163.181.100.242,443.0,established,LOKAL.c,,OUT.bound
icmp,175.103.43.90,,119.110.75.198,,,,,IN.bound
icmp,119.110.66.86,,98.137.246.8,,,,,OUT.bound
udp,119.110.75.198,60559.0,149.104.85.135,443.0,,LOKAL.c,,OUT.bound
tcp,119.110.75.198,53856.0,142.251.10.94,443.0,time-wait,LOKAL.c,,OUT.bound
udp,148.251.237.81,39871.0,119.110.75.198,65383.0,,INTL.c,,IN.bound
tcp,119.110.75.198,50731.0,134.119.183.60,80.0,established,INTL.c,,OUT.bound
tcp,119.110.75.198,54394.0,182.23.50.233,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,49773.0,162.125.40.2,443.0,established,INTL.c,,OUT.bound
udp,119.110.75.198,57997.0,172.217.165.3,443.0,,LOKAL.c,,OUT.bound
udp,119.110.75.198,50948.0,142.251.10.138,443.0,,LOKAL.c,,OUT.bound
tcp,119.110.75.198,50514.0,210.210.145.10,443.0,close,LOKAL.c,,OUT.bound
tcp,119.110.75.198,53860.0,142.251.10.94,443.0,time-wait,LOKAL.c,,OUT.bound
tcp,119.110.66.86,899.0,175.103.43.90,50590.0,established,,,OUT.bound
tcp,119.110.75.198,54395.0,204.79.197.203,443.0,established,LOKAL.c,,OUT.bound
udp,195.123.221.1,37139.0,119.110.75.198,50631.0,,INTL.c,,IN.bound
tcp,119.110.75.198,39678.0,157.240.208.34,443.0,time-wait,LOKAL.c,,OUT.bound
tcp,119.110.75.198,50991.0,172.67.170.105,443.0,established,INTL.c,,OUT.bound
icmp,119.110.75.197,,119.110.75.198,,,,,local
tcp,119.110.75.198,50998.0,172.253.118.136,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,54398.0,184.25.236.203,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,50641.0,157.240.13.36,443.0,established,LOKAL.c,,OUT.bound
tcp,2.59.169.86,80.0,119.110.75.198,49323.0,established,INTL.c,,IN.bound
tcp,119.110.75.198,55030.0,163.70.141.2,443.0,close,LOKAL.c,,OUT.bound
tcp,119.110.75.198,50734.0,185.82.216.111,443.0,close,INTL.c,,OUT.bound
tcp,119.110.75.198,54396.0,204.79.197.203,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,50999.0,2.59.169.86,80.0,established,INTL.c,,OUT.bound
tcp,182.23.50.233,443.0,119.110.75.198,56143.0,established,,,IN.bound
tcp,119.110.75.198,54397.0,204.79.197.203,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,38366.0,103.143.2.221,1197.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,60916.0,182.23.50.233,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,63995.0,51.77.90.246,8080.0,established,INTL.c,,OUT.bound
udp,119.110.75.198,39137.0,156.59.76.167,443.0,,LOKAL.c,,OUT.bound
tcp,185.244.24.41,8443.0,119.110.75.198,63996.0,established,INTL.c,,IN.bound
tcp,15.197.210.208,80.0,119.110.75.198,56027.0,last-ack,,,IN.bound
tcp,119.110.75.198,51000.0,172.67.170.105,443.0,established,INTL.c,,OUT.bound
icmp,119.110.66.86,,199.181.132.250,,,,,OUT.bound
tcp,119.110.75.198,54401.0,23.50.117.210,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,51001.0,40.126.35.129,443.0,time-wait,LOKAL.c,,OUT.bound
udp,119.110.75.198,51994.0,142.251.175.119,443.0,,LOKAL.c,,OUT.bound
udp,119.110.75.198,44443.0,142.251.175.95,443.0,,LOKAL.c,,OUT.bound
tcp,119.110.75.198,49772.0,142.251.175.95,443.0,close,LOKAL.c,,OUT.bound
tcp,119.110.75.198,51296.0,142.251.175.119,443.0,close,LOKAL.c,,OUT.bound
tcp,190.2.153.211,40001.0,119.110.75.198,57293.0,established,INTL.c,,IN.bound
tcp,119.110.75.198,50737.0,172.64.155.89,443.0,time-wait,LOKAL.c,,OUT.bound
tcp,119.110.75.198,50739.0,40.126.35.134,443.0,time-wait,LOKAL.c,,OUT.bound
udp,119.110.75.198,44071.0,156.59.248.68,443.0,,LOKAL.c,,OUT.bound
tcp,151.101.198.73,443.0,119.110.75.198,60918.0,established,INTL.c,,IN.bound
icmp,119.110.66.86,,119.110.66.97,,,,,OUT.bound
tcp,119.110.75.198,50738.0,40.126.35.134,443.0,time-wait,LOKAL.c,,OUT.bound
tcp,119.110.75.198,51761.0,182.23.50.233,80.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,57670.0,13.227.254.86,443.0,established,INTL.c,,OUT.bound
tcp,119.110.75.198,45620.0,91.108.56.192,443.0,close,INTL.c,,OUT.bound
tcp,119.110.75.198,49343.0,182.23.50.233,80.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,57666.0,13.227.254.86,443.0,established,INTL.c,,OUT.bound
tcp,119.110.75.198,50741.0,40.126.35.134,443.0,time-wait,LOKAL.c,,OUT.bound
tcp,182.23.50.233,443.0,119.110.75.198,63130.0,established,LOKAL.c,,IN.bound
tcp,119.110.75.198,43884.0,156.59.238.14,443.0,time-wait,INTL.c,,OUT.bound
tcp,178.254.26.126,443.0,119.110.75.198,49163.0,established,INTL.c,,IN.bound
tcp,119.110.75.198,57668.0,13.227.254.86,443.0,established,INTL.c,,OUT.bound
tcp,119.110.75.198,54386.0,182.23.50.233,443.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,50740.0,172.64.152.81,443.0,time-wait,LOKAL.c,,OUT.bound
tcp,119.110.75.198,45622.0,91.108.56.192,443.0,close,INTL.c,,OUT.bound
udp,119.110.75.198,55960.0,122.144.1.1,53.0,,LOKAL.c,,OUT.bound
tcp,184.25.236.75,443.0,119.110.75.198,43068.0,last-ack,,,IN.bound
tcp,119.110.75.198,50716.0,157.240.208.35,443.0,established,LOKAL.c,,OUT.bound
tcp,152.195.38.76,80.0,119.110.75.198,56174.0,established,,,IN.bound
tcp,119.110.75.198,51002.0,172.67.170.105,443.0,established,INTL.c,,OUT.bound
tcp,162.62.83.81,80.0,119.110.75.198,35008.0,established,INTL.c,,IN.bound
udp,119.110.75.198,36424.0,122.144.1.1,53.0,,LOKAL.c,,OUT.bound
tcp,119.110.75.198,59234.0,157.240.208.61,5222.0,established,LOKAL.c,,OUT.bound
tcp,119.110.75.198,34796.0,104.123.71.163,443.0,established,INTL.c,,OUT.bound
udp,172.16.236.90,53103.0,255.255.255.255,10002.0,,,,broadcast
udp,119.110.75.198,45410.0,122.144.1.1,53.0,,LOKAL.c,,OUT.bound
udp,119.110.75.198,42655.0,34.111.101.25,443.0,,INTL.c,,OUT.bound
udp,119.110.75.198,57047.0,122.144.1.1,53.0,,LOKAL.c,,OUT.bound
udp,119.110.75.198,57537.0,210.210.145.139,443.0,,LOKAL.c,,OUT.bound
icmp,122.144.3.5,,119.110.66.86,,,,,IN.bound
tcp,119.110.75.198,51003.0,3.229.234.181,443.0,established,INTL.c,,OUT.bound
udp,119.110.75.198,43380.0,122.144.1.1,53.0,,LOKAL.c,,OUT.bound
tcp,119.110.75.198,47481.0,122.144.1.1,53.0,time-wait,LOKAL.c,,OUT.bound
udp,119.110.75.198,40359.0,122.144.1.1,53.0,,LOKAL.c,,OUT.bound
