protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark
tcp,180.178.108.230,62229,103.169.73.162,60740,established,LOKAL.c
tcp,89.43.104.223,443,103.169.73.162,60792,established,INTL.c
tcp,157.240.208.60,443,103.169.73.162,60148,established,LOKAL.c
tcp,172.253.118.95,443,103.169.73.162,51875,established,INTL.c
tcp,103.169.73.162,61125,23.108.101.66,443,established,INTL.c
udp,103.169.73.162,5678,159.148.147.229,30000,,INTL.c
tcp,52.108.68.27,443,103.169.73.162,49833,established,INTL.c
udp,103.169.73.162,64943,142.251.10.139,443,,INTL.c
tcp,34.107.243.93,443,103.169.73.162,55826,established,INTL.c
tcp,103.169.73.162,50297,51.79.229.214,443,established,INTL.c
icmp,103.169.73.163,,139.5.150.162,,,
tcp,103.169.73.162,53996,157.240.13.38,443,established,LOKAL.c
tcp,157.240.208.60,443,103.169.73.162,56961,established,LOKAL.c
icmp,103.169.73.163,,139.5.150.165,,,
tcp,157.240.208.60,443,103.169.73.162,63563,established,LOKAL.c
tcp,103.169.73.162,61277,143.244.33.53,443,established,INTL.c
tcp,52.98.71.50,443,103.169.73.162,54969,established,INTL.c
tcp,103.169.73.162,50071,157.240.208.174,443,established,LOKAL.c
icmp,103.169.73.162,,139.5.150.163,,,
udp,103.169.73.162,61375,74.125.68.102,443,,INTL.c
tcp,103.169.73.162,51858,157.240.208.14,443,established,LOKAL.c
tcp,103.169.73.162,35806,91.108.56.194,443,established,INTL.c
tcp,23.108.103.176,443,103.169.73.162,53292,established,INTL.c
tcp,103.169.73.162,57217,34.73.71.173,7500,established,LOKAL.c
udp,103.169.73.162,1041,190.117.59.30,12723,,INTL.c
udp,103.169.73.162,33214,34.149.173.23,443,,LOKAL.c
udp,103.169.73.162,54664,31.13.95.63,443,,LOKAL.c
tcp,103.169.73.162,55539,92.223.85.121,443,established,INTL.c
tcp,103.169.73.162,62154,157.240.208.60,443,established,LOKAL.c
tcp,103.169.73.162,50303,157.240.208.16,443,established,LOKAL.c
tcp,103.169.73.162,50308,157.240.208.16,443,established,LOKAL.c
tcp,103.169.73.162,50304,157.240.208.16,443,established,LOKAL.c
udp,103.169.73.162,1089,39.33.131.106,42700,,INTL.c
udp,103.169.73.162,51375,74.125.68.95,443,,INTL.c
tcp,103.169.73.162,58582,157.240.208.14,443,established,LOKAL.c
tcp,103.169.73.162,49449,52.108.8.12,443,established,INTL.c
udp,103.169.73.162,52289,122.144.2.204,443,,LOKAL.c
