session,protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation_name
2023-11-30_14-26-01,tcp,175.103.46.158,35558,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,35586,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,48120,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,61967,31.13.95.40,443,OUT.bound,https,established,,speedtest.c,ID,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,46294,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,43820,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,43694,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,44106,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,38992,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,41500,43.128.74.37,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,53078,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,62105,157.240.208.60,443,OUT.bound,https,established,,speedtest.c,ID,AS32934 facebook  inc.,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,33242,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,43742,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,57634,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,35238,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,47210,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,58798,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,55308,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,59392,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,57934,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,59504,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,51241,23.223.113.113,80,OUT.bound,http,established,,,BG,AS16625 akamai technologies  inc.,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,52988,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,40036,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,62313,23.205.70.90,443,OUT.bound,https,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,45958,43.134.120.219,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,54174,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,63478,20.198.119.143,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_14-26-01,tcp,175.103.46.158,40012,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,43.133.45.194,799,172.31.254.2,38046,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,34104,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,47296,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,35484,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,46354,43.134.120.219,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,62022,184.25.236.123,443,OUT.bound,https,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,47756,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,50100,23.32.246.55,443,OUT.bound,https,established,,speedtest.c,US,AS20940 akamai international b.v.,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,33034,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,23.219.204.187,443,175.103.46.158,62782,IN.bound,https,established,,speedtest.c,BR,AS4230 claro s.a.,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,59277,103.107.198.66,6568,OUT.bound,canit-store,established,,speedtest.c,SG,AS137409 gsl networks pty ltd,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,59496,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,65338,118.98.113.145,80,OUT.bound,http,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,,
2023-11-30_14-26-01,tcp,82.80.47.76,443,175.103.46.159,24290,IN.bound,https,established,,,IL,AS8551 bezeq international-ltd,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,51186,23.216.158.34,80,OUT.bound,http,established,,,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,52986,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,34072,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,58512,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,157.240.7.54,443,175.103.46.158,53349,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,44208,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,43638,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,32964,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,43668,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,34122,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,54402,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,43732,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,57170,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,46824,74.125.130.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,58484,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,50927,20.198.119.84,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_14-26-01,tcp,175.103.46.158,58018,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,37148,142.251.175.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,56176,74.125.200.95,443,OUT.bound,https,last-ack,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,48132,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,41226,192.53.174.79,4001,OUT.bound,newoak,established,,speedtest.c,SG,AS63949 linode  llc,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,58600,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,33092,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,36810,64.233.170.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,39492,31.13.77.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,33300,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,40710,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,157.240.13.55,443,175.103.46.158,48548,IN.bound,https,established,,,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,58370,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,50182,101.32.248.90,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,46408,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,52412,18.139.106.18,443,OUT.bound,https,established,,speedtest.c,SG,AS16509 amazon.com inc,,,,Cloud Provider IP range
2023-11-30_14-26-01,tcp,175.103.46.158,50192,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,44480,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,60736,23.216.158.10,443,OUT.bound,https,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,142.251.175.113,443,175.103.46.158,57220,IN.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,46382,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,157.240.15.60,443,175.103.46.158,50933,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,39940,175.110.114.80,25565,OUT.bound,,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,46318,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,56382,142.251.175.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,52908,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,157.240.235.60,443,175.103.46.158,62287,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_14-26-01,tcp,175.103.46.158,52736,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,175.103.46.158,33890,31.13.68.1,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,Kelowna detachment - British Columbia,https://www.rcmp-grc.gc.ca/detach/en/d/201,2023-09-21T05:02:23.556000,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,35504,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
2023-11-30_14-26-01,tcp,74.125.130.84,443,175.103.46.158,63105,IN.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_14-26-01,tcp,175.103.46.158,35530,175.110.114.80,222,OUT.bound,rsh-spx,established,,,GB,ASNone ,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:19:18.206000,
