.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*1CCA,tcp,175.103.46.158:56272,172.232.251.34:2000,172.232.251.34:2000,175.103.46.158:56272,,established,,23h59m40s,speedtest.c,21,1276,0,0,14,912,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CCB,tcp,175.103.43.90:60897,146.196.111.218:8278,146.196.111.218:8278,175.103.43.90:60897,,time-wait,,9s,speedtest.c,5,253,0,0,4,179,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CCC,tcp,175.103.46.158:49749,118.98.93.56:80,118.98.93.56:80,175.103.46.158:49749,,established,,23h1m12s,,3,144,0,0,1,52,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CCD,tcp,175.103.46.158:38070,43.128.118.190:799,43.128.118.190:799,175.103.46.158:38070,,established,,23h59m59s,speedtest.c,140,9441,0,0,142,9711,0,0,416,416,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CCE,udp,175.103.46.158:54034,216.239.38.120:443,216.239.38.120:443,175.103.46.158:54034,,,,2m9s,speedtest.c,6,2846,0,0,5,2498,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CCF,tcp,143.42.76.52:4001,175.103.46.158:48124,175.103.46.158:48124,143.42.76.52:4001,,established,,1h22m47s,,8,416,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD0,tcp,175.103.46.158:45816,23.195.157.58:443,23.195.157.58:443,175.103.46.158:45816,,established,,23h55m54s,speedtest.c,12,4166,0,0,12,1924,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD1,tcp,175.103.46.158:50144,103.126.10.171:443,103.126.10.171:443,175.103.46.158:50144,,established,,5h10m41s,,2,88,0,0,1,48,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD2,tcp,175.103.46.158:49408,20.198.118.190:443,20.198.118.190:443,175.103.46.158:49408,,established,,23h59m8s,speedtest.c,51,5808,0,0,45,9135,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD3,tcp,175.103.46.158:50115,23.222.26.17:80,23.222.26.17:80,175.103.46.158:50115,,established,,5h9m27s,,4,192,0,0,1,52,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD4,tcp,175.103.46.158:52983,157.240.7.54:443,157.240.7.54:443,175.103.46.158:52983,,established,,23h59m47s,speedtest.c,66,7830,0,0,70,24107,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD5,udp,175.103.46.158:53201,122.144.2.205:443,122.144.2.205:443,175.103.46.158:53201,,,,2m57s,speedtest.c,2,2556,0,0,2,2556,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD6,udp,175.103.46.158:61156,173.194.24.71:443,173.194.24.71:443,175.103.46.158:61156,,,,2s,speedtest.c,42,10181,0,0,51,9360,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD7,tcp,185.224.128.184:12257,175.103.46.156:80,175.103.46.156:80,185.224.128.184:12257,,established,,20h8m2s,speedtest.c,1,89,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD8,tcp,35.213.190.132:443,175.103.46.158:50560,175.103.46.158:50560,35.213.190.132:443,,established,,1h50m19s,speedtest.c,1,1450,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CD9,tcp,175.103.46.158:55414,20.205.115.102:443,20.205.115.102:443,175.103.46.158:55414,,established,,23h58m23s,speedtest.c,15,1245,0,0,12,7372,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CDA,tcp,175.103.46.158:48762,157.240.7.53:443,157.240.7.53:443,175.103.46.158:48762,,established,,23h59m48s,speedtest.c,37,2736,0,0,36,3066,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CDB,tcp,118.98.93.67:80,175.103.46.158:61381,175.103.46.158:61381,118.98.93.67:80,,established,,23h19m19s,speedtest.c,3,4350,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CDC,tcp,175.103.46.158:49728,23.223.112.135:443,23.223.112.135:443,175.103.46.158:49728,,established,,4h52m2s,,2,92,0,0,1,52,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CDD,tcp,175.103.46.158:33350,216.239.38.120:443,216.239.38.120:443,175.103.46.158:33350,,established,,23h57m14s,speedtest.c,10,1032,0,0,8,5144,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CDE,udp,175.103.46.158:55715,216.239.38.120:443,216.239.38.120:443,175.103.46.158:55715,,,,12s,speedtest.c,7,2941,0,0,5,2496,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CDF,tcp,175.103.46.158:49838,103.126.10.171:443,103.126.10.171:443,175.103.46.158:49838,,established,,4h56m17s,,2,88,0,0,1,48,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CE0,tcp,84.205.222.133:443,175.103.46.158:18650,175.103.46.158:18650,84.205.222.133:443,,established,,16h29m35s,,1,40,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
*1CE1,tcp,175.103.46.158:60826,64.233.170.188:5228,64.233.170.188:5228,175.103.46.158:60826,,established,,23h53m34s,speedtest.c,249,17273,0,0,173,21413,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-16 09:44:21 WIB
