.id,protocol,src-address,dst-address,reply-src-address,reply-dst-address,gre-key,tcp-state,connection-type,timeout,connection-mark,orig-packets,orig-bytes,orig-fasttrack-packets,orig-fasttrack-bytes,repl-packets,repl-bytes,repl-fasttrack-packets,repl-fasttrack-bytes,orig-rate,repl-rate,expected,seen-reply,assured,confirmed,dying,fasttrack,srcnat,dstnat,icmp-code,icmp-type,icmp-id,timestamp
*D3BC,udp,103.166.48.247:56086,74.125.130.138:443,74.125.130.138:443,103.166.48.247:56086,,,,1m50s,,21,4353,0,0,28,22938,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
*D3BE,tcp,103.166.48.247:50029,23.195.157.74:443,23.195.157.74:443,103.166.48.247:50029,,established,,23h59m23s,,23,3335,0,0,30,23326,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
*D3BF,tcp,103.166.48.247:49854,104.17.2.184:443,104.17.2.184:443,103.166.48.247:49854,,established,,23h59m41s,,54,3793,0,0,81,88404,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
*D3C0,tcp,103.166.48.247:60186,8.8.4.4:443,8.8.4.4:443,103.166.48.247:60186,,time-wait,,1s,,17,1715,0,0,16,7091,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
*D3C1,tcp,103.166.48.247:55031,20.198.118.190:443,20.198.118.190:443,103.166.48.247:55031,,close,,9s,,204,18877,0,0,112,23645,0,0,0,1528,False,True,True,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
*D3C2,udp,103.166.48.247:59065,64.233.170.132:443,64.233.170.132:443,103.166.48.247:59065,,,,1m28s,,3,3834,0,0,5,6222,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
*D3C3,tcp,103.166.48.247:53952,103.167.27.74:80,103.167.27.74:80,103.166.48.247:53952,,established,,22h11m50s,,1,40,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
*D3C4,tcp,103.166.48.247:57741,34.79.204.55:443,34.79.204.55:443,103.166.48.247:57741,,established,,23h59m57s,,18,870,0,0,17,889,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
*D3C5,tcp,103.166.48.247:62518,8.8.4.4:443,8.8.4.4:443,103.166.48.247:62518,,established,,22h11m50s,,1,40,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
*D3C6,tcp,103.166.48.247:52353,74.125.130.188:443,74.125.130.188:443,103.166.48.247:52353,,established,,23h59m30s,,16,2783,0,0,19,14167,0,0,0,0,False,True,True,True,False,False,False,False,,,,2023-11-17 11:15:35 WIB
